marca,supermercado,categoria,precio,supermercado_index,categoria_index,features,scaledFeatures,prediction,categoria_limpia
OTRA,CUGAT,QUESOS,1990.0,3.0,26.0,"[1990.0,3.0,26.0]","[0.2890097777043078,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,890.0,3.0,26.0,"[890.0,3.0,26.0]","[0.12925562922453968,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
NATURA,CUGAT,QUESOS,890.0,3.0,26.0,"[890.0,3.0,26.0]","[0.12925562922453968,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
KRAFT,CUGAT,QUESOS,3290.0,3.0,26.0,"[3290.0,3.0,26.0]","[0.4778101349985792,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,3590.0,3.0,26.0,"[3590.0,3.0,26.0]","[0.5213794482203341,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,3490.0,3.0,26.0,"[3490.0,3.0,26.0]","[0.5068563438130825,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,3990.0,3.0,26.0,"[3990.0,3.0,26.0]","[0.5794718658493407,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,4990.0,3.0,26.0,"[4990.0,3.0,26.0]","[0.7247029099218573,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,4790.0,3.0,26.0,"[4790.0,3.0,26.0]","[0.6956567011073539,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,3590.0,3.0,26.0,"[3590.0,3.0,26.0]","[0.5213794482203341,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
OTRA,CUGAT,QUESOS,3490.0,3.0,26.0,"[3490.0,3.0,26.0]","[0.5068563438130825,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,5990.0,3.0,8.0,"[5990.0,3.0,8.0]","[0.8699339539943737,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA Y EMBUTIDOS,5990.0,3.0,40.0,"[5990.0,3.0,40.0]","[0.8699339539943737,2.2394227749293085,6.371028801433245]",1,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1799.0,3.0,8.0,"[1799.0,3.0,8.0]","[0.26127064828645713,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4890.0,3.0,8.0,"[4890.0,3.0,8.0]","[0.7101798055146056,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SOPROLE,CUGAT,QUESOS,2090.0,3.0,26.0,"[2090.0,3.0,26.0]","[0.30353288211155943,2.2394227749293085,4.141168720931609]",1,LACTEOS Y FRESCOS
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2290.0,3.0,8.0,"[2290.0,3.0,8.0]","[0.33257909092606275,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2290.0,3.0,8.0,"[2290.0,3.0,8.0]","[0.33257909092606275,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4490.0,3.0,8.0,"[4490.0,3.0,8.0]","[0.652087387885599,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3190.0,3.0,8.0,"[3190.0,3.0,8.0]","[0.46328703059132753,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
WINTER,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2999.0,3.0,8.0,"[2999.0,3.0,8.0]","[0.4355479011734769,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
WINTER,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4290.0,3.0,8.0,"[4290.0,3.0,8.0]","[0.6230411790710957,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,890.0,3.0,8.0,"[890.0,3.0,8.0]","[0.12925562922453968,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,890.0,3.0,8.0,"[890.0,3.0,8.0]","[0.12925562922453968,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,890.0,3.0,8.0,"[890.0,3.0,8.0]","[0.12925562922453968,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2190.0,3.0,8.0,"[2190.0,3.0,8.0]","[0.31805598651881106,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2190.0,3.0,8.0,"[2190.0,3.0,8.0]","[0.31805598651881106,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3990.0,3.0,8.0,"[3990.0,3.0,8.0]","[0.5794718658493407,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1990.0,3.0,8.0,"[1990.0,3.0,8.0]","[0.2890097777043078,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1990.0,3.0,8.0,"[1990.0,3.0,8.0]","[0.2890097777043078,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2399.0,3.0,8.0,"[2399.0,3.0,8.0]","[0.348409274729967,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2749.0,3.0,8.0,"[2749.0,3.0,8.0]","[0.3992401401553478,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
WINTER,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3990.0,3.0,8.0,"[3990.0,3.0,8.0]","[0.5794718658493407,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
WINTER,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3990.0,3.0,8.0,"[3990.0,3.0,8.0]","[0.5794718658493407,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,890.0,3.0,8.0,"[890.0,3.0,8.0]","[0.12925562922453968,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1490.0,3.0,8.0,"[1490.0,3.0,8.0]","[0.21639425566804954,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1190.0,3.0,8.0,"[1190.0,3.0,8.0]","[0.1728249424462946,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1290.0,3.0,8.0,"[1290.0,3.0,8.0]","[0.18734804685354625,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1190.0,3.0,8.0,"[1190.0,3.0,8.0]","[0.1728249424462946,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1290.0,3.0,8.0,"[1290.0,3.0,8.0]","[0.18734804685354625,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4490.0,3.0,8.0,"[4490.0,3.0,8.0]","[0.652087387885599,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
MONTINA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1590.0,3.0,8.0,"[1590.0,3.0,8.0]","[0.2309173600753012,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
WINTER,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1749.0,3.0,8.0,"[1749.0,3.0,8.0]","[0.25400909608283134,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4690.0,3.0,8.0,"[4690.0,3.0,8.0]","[0.6811335967001023,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2490.0,3.0,8.0,"[2490.0,3.0,8.0]","[0.361625299740566,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3990.0,3.0,8.0,"[3990.0,3.0,8.0]","[0.5794718658493407,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3990.0,3.0,8.0,"[3990.0,3.0,8.0]","[0.5794718658493407,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2290.0,3.0,8.0,"[2290.0,3.0,8.0]","[0.33257909092606275,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,890.0,3.0,8.0,"[890.0,3.0,8.0]","[0.12925562922453968,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,890.0,3.0,8.0,"[890.0,3.0,8.0]","[0.12925562922453968,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2090.0,3.0,8.0,"[2090.0,3.0,8.0]","[0.30353288211155943,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1990.0,3.0,8.0,"[1990.0,3.0,8.0]","[0.2890097777043078,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1799.0,3.0,8.0,"[1799.0,3.0,8.0]","[0.26127064828645713,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1749.0,3.0,8.0,"[1749.0,3.0,8.0]","[0.25400909608283134,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1290.0,3.0,8.0,"[1290.0,3.0,8.0]","[0.18734804685354625,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1290.0,3.0,8.0,"[1290.0,3.0,8.0]","[0.18734804685354625,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1290.0,3.0,8.0,"[1290.0,3.0,8.0]","[0.18734804685354625,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4490.0,3.0,8.0,"[4490.0,3.0,8.0]","[0.652087387885599,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1299.0,3.0,8.0,"[1299.0,3.0,8.0]","[0.1886551262501989,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2390.0,3.0,8.0,"[2390.0,3.0,8.0]","[0.3471021953333144,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2590.0,3.0,8.0,"[2590.0,3.0,8.0]","[0.3761484041478177,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2399.0,3.0,8.0,"[2399.0,3.0,8.0]","[0.348409274729967,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4690.0,3.0,8.0,"[4690.0,3.0,8.0]","[0.6811335967001023,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4890.0,3.0,8.0,"[4890.0,3.0,8.0]","[0.7101798055146056,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4990.0,3.0,8.0,"[4990.0,3.0,8.0]","[0.7247029099218573,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
COLUN,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,5890.0,3.0,8.0,"[5890.0,3.0,8.0]","[0.855410849587122,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,5890.0,3.0,8.0,"[5890.0,3.0,8.0]","[0.855410849587122,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1799.0,3.0,8.0,"[1799.0,3.0,8.0]","[0.26127064828645713,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3499.0,3.0,8.0,"[3499.0,3.0,8.0]","[0.5081634232097352,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3499.0,3.0,8.0,"[3499.0,3.0,8.0]","[0.5081634232097352,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2399.0,3.0,8.0,"[2399.0,3.0,8.0]","[0.348409274729967,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2349.0,3.0,8.0,"[2349.0,3.0,8.0]","[0.3411477225263412,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2699.0,3.0,8.0,"[2699.0,3.0,8.0]","[0.39197858795172197,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2699.0,3.0,8.0,"[2699.0,3.0,8.0]","[0.39197858795172197,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,7596.0,3.0,8.0,"[7596.0,3.0,8.0]","[1.103175010774835,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1999.0,3.0,8.0,"[1999.0,3.0,8.0]","[0.29031685710096045,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3499.0,3.0,8.0,"[3499.0,3.0,8.0]","[0.5081634232097352,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4590.0,3.0,8.0,"[4590.0,3.0,8.0]","[0.6666104922928506,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SUPER CERDO,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2099.0,3.0,8.0,"[2099.0,3.0,8.0]","[0.3048399615082121,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3099.0,3.0,8.0,"[3099.0,3.0,8.0]","[0.45007100558072854,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
COLUN,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2390.0,3.0,8.0,"[2390.0,3.0,8.0]","[0.3471021953333144,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2990.0,3.0,8.0,"[2990.0,3.0,8.0]","[0.43424082177682427,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
OTRA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,3690.0,3.0,8.0,"[3690.0,3.0,8.0]","[0.5359025526275858,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2999.0,3.0,8.0,"[2999.0,3.0,8.0]","[0.4355479011734769,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,2499.0,3.0,8.0,"[2499.0,3.0,8.0]","[0.36293237913721865,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1390.0,3.0,8.0,"[1390.0,3.0,8.0]","[0.2018711512607979,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1490.0,3.0,8.0,"[1490.0,3.0,8.0]","[0.21639425566804954,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
COLUN,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,1890.0,3.0,8.0,"[1890.0,3.0,8.0]","[0.2744866732970561,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
CALO,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,5990.0,3.0,8.0,"[5990.0,3.0,8.0]","[0.8699339539943737,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
MONTINA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4990.0,3.0,8.0,"[4990.0,3.0,8.0]","[0.7247029099218573,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
PF,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4990.0,3.0,8.0,"[4990.0,3.0,8.0]","[0.7247029099218573,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
LA PREFERIDA,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,5990.0,3.0,8.0,"[5990.0,3.0,8.0]","[0.8699339539943737,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
SAN JORGE,CUGAT,FIAMBRERIA EMBUTIDOS Y QUESOS,4290.0,3.0,8.0,"[4290.0,3.0,8.0]","[0.6230411790710957,2.2394227749293085,1.274205760286649]",2,CARNES Y FIAMBRERÍA
