marca,supermercado,categoria,precio,supermercado_index,categoria_index,features,scaledFeatures,prediction,categoria_limpia
GOLD,SANTA ISABEL,LACTEOS Y CONGELADOS,5450.0,1.0,1.0,"[5450.0,1.0,1.0]","[0.7915091901952148,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,1870.0,1.0,1.0,"[1870.0,1.0,1.0]","[0.2715820524156058,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,790.0,1.0,1.0,"[790.0,1.0,1.0]","[0.11473252481728802,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,4490.0,1.0,1.0,"[4490.0,1.0,1.0]","[0.652087387885599,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,2030.0,1.0,1.0,"[2030.0,1.0,1.0]","[0.29481901946720845,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,480.0,1.0,1.0,"[480.0,1.0,1.0]","[0.06971090115480791,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MIRAFLORES,SANTA ISABEL,LACTEOS Y CONGELADOS,1990.0,1.0,1.0,"[1990.0,1.0,1.0]","[0.2890097777043078,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,1050.0,1.0,1.0,"[1050.0,1.0,1.0]","[0.1524925962761423,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,2490.0,1.0,1.0,"[2490.0,1.0,1.0]","[0.361625299740566,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,670.0,1.0,1.0,"[670.0,1.0,1.0]","[0.09730479952858603,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,790.0,1.0,1.0,"[790.0,1.0,1.0]","[0.11473252481728802,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
DE REYES,SANTA ISABEL,LACTEOS Y CONGELADOS,1190.0,1.0,1.0,"[1190.0,1.0,1.0]","[0.1728249424462946,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
VAN CAMPS,SANTA ISABEL,LACTEOS Y CONGELADOS,1950.0,1.0,1.0,"[1950.0,1.0,1.0]","[0.28320053594140715,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,2450.0,1.0,1.0,"[2450.0,1.0,1.0]","[0.35581605797766536,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,480.0,1.0,1.0,"[480.0,1.0,1.0]","[0.06971090115480791,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,1000.0,1.0,1.0,"[1000.0,1.0,1.0]","[0.14523104407251647,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
IANSA,SANTA ISABEL,LACTEOS Y CONGELADOS,1400.0,1.0,1.0,"[1400.0,1.0,1.0]","[0.20332346170152307,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
KRAFT,SANTA ISABEL,LACTEOS Y CONGELADOS,3990.0,1.0,1.0,"[3990.0,1.0,1.0]","[0.5794718658493407,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,790.0,1.0,1.0,"[790.0,1.0,1.0]","[0.11473252481728802,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
HUASCO,SANTA ISABEL,LACTEOS Y CONGELADOS,14990.0,1.0,1.0,"[14990.0,1.0,1.0]","[2.177013350647022,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,670.0,1.0,1.0,"[670.0,1.0,1.0]","[0.09730479952858603,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
GOLD,SANTA ISABEL,LACTEOS Y CONGELADOS,7490.0,1.0,1.0,"[7490.0,1.0,1.0]","[1.0877805201031483,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TALLIANI,SANTA ISABEL,LACTEOS Y CONGELADOS,1000.0,1.0,1.0,"[1000.0,1.0,1.0]","[0.14523104407251647,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
HELLMANNS,SANTA ISABEL,LACTEOS Y CONGELADOS,5190.0,1.0,1.0,"[5190.0,1.0,1.0]","[0.7537491187363605,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TUCAPEL,SANTA ISABEL,LACTEOS Y CONGELADOS,1150.0,1.0,1.0,"[1150.0,1.0,1.0]","[0.16701570068339394,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,1050.0,1.0,1.0,"[1050.0,1.0,1.0]","[0.1524925962761423,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
NATURA,SANTA ISABEL,LACTEOS Y CONGELADOS,3490.0,1.0,1.0,"[3490.0,1.0,1.0]","[0.5068563438130825,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LONCOLECHE,SANTA ISABEL,LACTEOS Y CONGELADOS,1370.0,1.0,1.0,"[1370.0,1.0,1.0]","[0.19896653037934758,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
VIVO,SANTA ISABEL,LACTEOS Y CONGELADOS,520.0,1.0,1.0,"[520.0,1.0,1.0]","[0.07552014291770856,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MIRAFLORES,SANTA ISABEL,LACTEOS Y CONGELADOS,1990.0,1.0,1.0,"[1990.0,1.0,1.0]","[0.2890097777043078,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,890.0,1.0,1.0,"[890.0,1.0,1.0]","[0.12925562922453968,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
VAN CAMPS,SANTA ISABEL,LACTEOS Y CONGELADOS,1950.0,1.0,1.0,"[1950.0,1.0,1.0]","[0.28320053594140715,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
NESCAFE,SANTA ISABEL,LACTEOS Y CONGELADOS,8310.0,1.0,1.0,"[8310.0,1.0,1.0]","[1.2068699762426118,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,790.0,1.0,1.0,"[790.0,1.0,1.0]","[0.11473252481728802,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,1000.0,1.0,1.0,"[1000.0,1.0,1.0]","[0.14523104407251647,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,1050.0,1.0,1.0,"[1050.0,1.0,1.0]","[0.1524925962761423,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,8590.0,1.0,1.0,"[8590.0,1.0,1.0]","[1.2475346685829165,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MILO,SANTA ISABEL,LACTEOS Y CONGELADOS,2690.0,1.0,1.0,"[2690.0,1.0,1.0]","[0.3906715085550693,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
WATTS,SANTA ISABEL,LACTEOS Y CONGELADOS,1230.0,1.0,1.0,"[1230.0,1.0,1.0]","[0.17863418420919527,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
COLUN,SANTA ISABEL,LACTEOS Y CONGELADOS,1190.0,1.0,1.0,"[1190.0,1.0,1.0]","[0.1728249424462946,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
HELLMANNS,SANTA ISABEL,LACTEOS Y CONGELADOS,2890.0,1.0,1.0,"[2890.0,1.0,1.0]","[0.41971771736957264,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
NESCAFE,SANTA ISABEL,LACTEOS Y CONGELADOS,5150.0,1.0,1.0,"[5150.0,1.0,1.0]","[0.7479398769734599,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
QUAKER,SANTA ISABEL,LACTEOS Y CONGELADOS,2500.0,1.0,1.0,"[2500.0,1.0,1.0]","[0.3630776101812912,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,1170.0,1.0,1.0,"[1170.0,1.0,1.0]","[0.16992032156484427,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
POMAROLA,SANTA ISABEL,LACTEOS Y CONGELADOS,850.0,1.0,1.0,"[850.0,1.0,1.0]","[0.12344638746163901,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,950.0,1.0,1.0,"[950.0,1.0,1.0]","[0.13796949186889065,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,790.0,1.0,1.0,"[790.0,1.0,1.0]","[0.11473252481728802,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,480.0,1.0,1.0,"[480.0,1.0,1.0]","[0.06971090115480791,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,790.0,1.0,1.0,"[790.0,1.0,1.0]","[0.11473252481728802,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,1450.0,1.0,1.0,"[1450.0,1.0,1.0]","[0.2105850139051489,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
GOURMET,SANTA ISABEL,LACTEOS Y CONGELADOS,980.0,1.0,1.0,"[980.0,1.0,1.0]","[0.14232642319106614,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TRIX,SANTA ISABEL,LACTEOS Y CONGELADOS,2690.0,1.0,1.0,"[2690.0,1.0,1.0]","[0.3906715085550693,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
WATTS,SANTA ISABEL,LACTEOS Y CONGELADOS,1210.0,1.0,1.0,"[1210.0,1.0,1.0]","[0.17572956332774495,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAGGI,SANTA ISABEL,LACTEOS Y CONGELADOS,1650.0,1.0,1.0,"[1650.0,1.0,1.0]","[0.23963122271965218,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SOPROLE,SANTA ISABEL,LACTEOS Y CONGELADOS,4990.0,1.0,1.0,"[4990.0,1.0,1.0]","[0.7247029099218573,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,720.0,1.0,1.0,"[720.0,1.0,1.0]","[0.10456635173221186,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,3190.0,1.0,1.0,"[3190.0,1.0,1.0]","[0.46328703059132753,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SUPERIOR,SANTA ISABEL,LACTEOS Y CONGELADOS,3420.0,1.0,1.0,"[3420.0,1.0,1.0]","[0.49669017072800636,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
GIADA,SANTA ISABEL,LACTEOS Y CONGELADOS,11190.0,1.0,1.0,"[11190.0,1.0,1.0]","[1.6251353831714594,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MARTINI,SANTA ISABEL,LACTEOS Y CONGELADOS,1820.0,1.0,1.0,"[1820.0,1.0,1.0]","[0.26432050021198,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SOPROLE,SANTA ISABEL,LACTEOS Y CONGELADOS,1290.0,1.0,1.0,"[1290.0,1.0,1.0]","[0.18734804685354625,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
HELLMANNS,SANTA ISABEL,LACTEOS Y CONGELADOS,2490.0,1.0,1.0,"[2490.0,1.0,1.0]","[0.361625299740566,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SUPREMO,SANTA ISABEL,LACTEOS Y CONGELADOS,2890.0,1.0,1.0,"[2890.0,1.0,1.0]","[0.41971771736957264,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
KRAFT,SANTA ISABEL,LACTEOS Y CONGELADOS,9890.0,1.0,1.0,"[9890.0,1.0,1.0]","[1.4363350258771879,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
KRAFT,SANTA ISABEL,LACTEOS Y CONGELADOS,4690.0,1.0,1.0,"[4690.0,1.0,1.0]","[0.6811335967001023,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MIRAFLORES,SANTA ISABEL,LACTEOS Y CONGELADOS,2190.0,1.0,1.0,"[2190.0,1.0,1.0]","[0.31805598651881106,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TRATTORIA,SANTA ISABEL,LACTEOS Y CONGELADOS,1190.0,1.0,1.0,"[1190.0,1.0,1.0]","[0.1728249424462946,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,970.0,1.0,1.0,"[970.0,1.0,1.0]","[0.14087411275034098,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TRATTORIA,SANTA ISABEL,LACTEOS Y CONGELADOS,1190.0,1.0,1.0,"[1190.0,1.0,1.0]","[0.1728249424462946,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TALLIANI,SANTA ISABEL,LACTEOS Y CONGELADOS,1000.0,1.0,1.0,"[1000.0,1.0,1.0]","[0.14523104407251647,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
VIVO,SANTA ISABEL,LACTEOS Y CONGELADOS,520.0,1.0,1.0,"[520.0,1.0,1.0]","[0.07552014291770856,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,480.0,1.0,1.0,"[480.0,1.0,1.0]","[0.06971090115480791,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MILDRED TEA,SANTA ISABEL,LACTEOS Y CONGELADOS,2390.0,1.0,1.0,"[2390.0,1.0,1.0]","[0.3471021953333144,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
COSTA,SANTA ISABEL,LACTEOS Y CONGELADOS,3490.0,1.0,1.0,"[3490.0,1.0,1.0]","[0.5068563438130825,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
NATUR,SANTA ISABEL,LACTEOS Y CONGELADOS,440.0,1.0,1.0,"[440.0,1.0,1.0]","[0.06390165939190726,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SUPREMO,SANTA ISABEL,LACTEOS Y CONGELADOS,1390.0,1.0,1.0,"[1390.0,1.0,1.0]","[0.2018711512607979,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
COLLICO,SANTA ISABEL,LACTEOS Y CONGELADOS,250.0,1.0,1.0,"[250.0,1.0,1.0]","[0.03630776101812912,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
HELLMANNS,SANTA ISABEL,LACTEOS Y CONGELADOS,3420.0,1.0,1.0,"[3420.0,1.0,1.0]","[0.49669017072800636,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
NATUR,SANTA ISABEL,LACTEOS Y CONGELADOS,440.0,1.0,1.0,"[440.0,1.0,1.0]","[0.06390165939190726,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SURLAT,SANTA ISABEL,LACTEOS Y CONGELADOS,1340.0,1.0,1.0,"[1340.0,1.0,1.0]","[0.19460959905717207,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
NESCAFE,SANTA ISABEL,LACTEOS Y CONGELADOS,5500.0,1.0,1.0,"[5500.0,1.0,1.0]","[0.7987707423988406,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,950.0,1.0,1.0,"[950.0,1.0,1.0]","[0.13796949186889065,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,930.0,1.0,1.0,"[930.0,1.0,1.0]","[0.13506487098744033,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,2290.0,1.0,1.0,"[2290.0,1.0,1.0]","[0.33257909092606275,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
BANQUETE,SANTA ISABEL,LACTEOS Y CONGELADOS,17360.0,1.0,1.0,"[17360.0,1.0,1.0]","[2.521210925098886,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SAN JOSE,SANTA ISABEL,LACTEOS Y CONGELADOS,1940.0,1.0,1.0,"[1940.0,1.0,1.0]","[0.28174822550068196,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,460.0,1.0,1.0,"[460.0,1.0,1.0]","[0.06680628027335758,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
WATTS,SANTA ISABEL,LACTEOS Y CONGELADOS,1530.0,1.0,1.0,"[1530.0,1.0,1.0]","[0.22220349743095022,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
NESCAFE,SANTA ISABEL,LACTEOS Y CONGELADOS,2990.0,1.0,1.0,"[2990.0,1.0,1.0]","[0.43424082177682427,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
WASIL,SANTA ISABEL,LACTEOS Y CONGELADOS,1720.0,1.0,1.0,"[1720.0,1.0,1.0]","[0.24979739580472834,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SUPREMO,SANTA ISABEL,LACTEOS Y CONGELADOS,2390.0,1.0,1.0,"[2390.0,1.0,1.0]","[0.3471021953333144,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
VIVO,SANTA ISABEL,LACTEOS Y CONGELADOS,520.0,1.0,1.0,"[520.0,1.0,1.0]","[0.07552014291770856,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
HUASCO,SANTA ISABEL,LACTEOS Y CONGELADOS,7990.0,1.0,1.0,"[7990.0,1.0,1.0]","[1.1603960421394066,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
COSTA,SANTA ISABEL,LACTEOS Y CONGELADOS,1920.0,1.0,1.0,"[1920.0,1.0,1.0]","[0.27884360461923163,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
SUPREMO,SANTA ISABEL,LACTEOS Y CONGELADOS,1200.0,1.0,1.0,"[1200.0,1.0,1.0]","[0.17427725288701978,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,2450.0,1.0,1.0,"[2450.0,1.0,1.0]","[0.35581605797766536,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,3420.0,1.0,1.0,"[3420.0,1.0,1.0]","[0.49669017072800636,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,1590.0,1.0,1.0,"[1590.0,1.0,1.0]","[0.2309173600753012,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,10590.0,1.0,1.0,"[10590.0,1.0,1.0]","[1.5379967567279496,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,1890.0,1.0,1.0,"[1890.0,1.0,1.0]","[0.2744866732970561,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,1450.0,1.0,1.0,"[1450.0,1.0,1.0]","[0.2105850139051489,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,1050.0,1.0,1.0,"[1050.0,1.0,1.0]","[0.1524925962761423,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,1430.0,1.0,1.0,"[1430.0,1.0,1.0]","[0.20768039302369856,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
BANQUETE,SANTA ISABEL,LACTEOS Y CONGELADOS,3490.0,1.0,1.0,"[3490.0,1.0,1.0]","[0.5068563438130825,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
WATTS,SANTA ISABEL,LACTEOS Y CONGELADOS,1530.0,1.0,1.0,"[1530.0,1.0,1.0]","[0.22220349743095022,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,1050.0,1.0,1.0,"[1050.0,1.0,1.0]","[0.1524925962761423,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CRUZEIRO,SANTA ISABEL,LACTEOS Y CONGELADOS,8590.0,1.0,1.0,"[8590.0,1.0,1.0]","[1.2475346685829165,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,1520.0,1.0,1.0,"[1520.0,1.0,1.0]","[0.22075118699022506,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
WATTS,SANTA ISABEL,LACTEOS Y CONGELADOS,490.0,1.0,1.0,"[490.0,1.0,1.0]","[0.07116321159553307,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,770.0,1.0,1.0,"[770.0,1.0,1.0]","[0.11182790393583769,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CAROZZI,SANTA ISABEL,LACTEOS Y CONGELADOS,950.0,1.0,1.0,"[950.0,1.0,1.0]","[0.13796949186889065,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
WATTS,SANTA ISABEL,LACTEOS Y CONGELADOS,1210.0,1.0,1.0,"[1210.0,1.0,1.0]","[0.17572956332774495,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,1490.0,1.0,1.0,"[1490.0,1.0,1.0]","[0.21639425566804954,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TALLIANI,SANTA ISABEL,LACTEOS Y CONGELADOS,1000.0,1.0,1.0,"[1000.0,1.0,1.0]","[0.14523104407251647,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,1090.0,1.0,1.0,"[1090.0,1.0,1.0]","[0.15830183803904296,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MAXIMA,SANTA ISABEL,LACTEOS Y CONGELADOS,2890.0,1.0,1.0,"[2890.0,1.0,1.0]","[0.41971771736957264,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
VIVO,SANTA ISABEL,LACTEOS Y CONGELADOS,2190.0,1.0,1.0,"[2190.0,1.0,1.0]","[0.31805598651881106,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
IANSA,SANTA ISABEL,LACTEOS Y CONGELADOS,990.0,1.0,1.0,"[990.0,1.0,1.0]","[0.1437787336317913,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,550.0,1.0,1.0,"[550.0,1.0,1.0]","[0.07987707423988406,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
VIVO,SANTA ISABEL,LACTEOS Y CONGELADOS,520.0,1.0,1.0,"[520.0,1.0,1.0]","[0.07552014291770856,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,470.0,1.0,1.0,"[470.0,1.0,1.0]","[0.06825859071408275,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
MARLEY COFFEE,SANTA ISABEL,LACTEOS Y CONGELADOS,7590.0,1.0,1.0,"[7590.0,1.0,1.0]","[1.1023036245104,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
COSTA,SANTA ISABEL,LACTEOS Y CONGELADOS,1920.0,1.0,1.0,"[1920.0,1.0,1.0]","[0.27884360461923163,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,2610.0,1.0,1.0,"[2610.0,1.0,1.0]","[0.379053025029268,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
CUISINE & CO,SANTA ISABEL,LACTEOS Y CONGELADOS,4440.0,1.0,1.0,"[4440.0,1.0,1.0]","[0.6448258356819732,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
ECCO,SANTA ISABEL,LACTEOS Y CONGELADOS,3630.0,1.0,1.0,"[3630.0,1.0,1.0]","[0.5271886899832348,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LIPTON,SANTA ISABEL,LACTEOS Y CONGELADOS,7440.0,1.0,1.0,"[7440.0,1.0,1.0]","[1.0805189678995226,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
TALLIANI,SANTA ISABEL,LACTEOS Y CONGELADOS,1000.0,1.0,1.0,"[1000.0,1.0,1.0]","[0.14523104407251647,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
LUCCHETTI,SANTA ISABEL,LACTEOS Y CONGELADOS,1050.0,1.0,1.0,"[1050.0,1.0,1.0]","[0.1524925962761423,0.7464742583097694,0.15927572003583113]",0,LACTEOS Y FRESCOS
