nombre_producto,marca,supermercado,categoria,precio,precio_promedio_cat,dif_porcentual_promedio,prediction
Huevo grande color la granja 12 un,La Granja,Unimarc,"Lácteos, Huevos y Refrigerados",5390.0,9088.284482758621,-40.69,2
Huevos cintazul gallina libre 12 un,Cintazul,Unimarc,"Lácteos, Huevos y Refrigerados",4990.0,9088.284482758621,-45.09,0
Pack leche milo nestlé fortificada chocolate 6 un de 200 ml,Milo,Unimarc,"Lácteos, Huevos y Refrigerados",3990.0,9088.284482758621,-56.1,0
Sémola con leche dila pote 250 g,Dila,Unimarc,"Lácteos, Huevos y Refrigerados",1490.0,9088.284482758621,-83.61,2
Crema chantilly soprole light botella 250 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",4990.0,9088.284482758621,-45.09,0
Huevos gallina libre santa elvira con omega 3 bandeja 12 un,Santa Elvira,Unimarc,"Lácteos, Huevos y Refrigerados",6490.0,9088.284482758621,-28.59,2
Arroz con leche dila pote 250 g,Dila,Unimarc,"Lácteos, Huevos y Refrigerados",1490.0,9088.284482758621,-83.61,2
Yoghurt casero pucara con mermelada de frambuesa frasco 230 g,Pucara,Unimarc,"Lácteos, Huevos y Refrigerados",1790.0,9088.284482758621,-80.3,2
Yoghurt batido danone light vainilla 115 g,Danone,Unimarc,"Lácteos, Huevos y Refrigerados",370.0,9088.284482758621,-95.93,2
"Pack leche semidescremada sin lactosa colun, 12 un de 1 l",Colun,Unimarc,"Lácteos, Huevos y Refrigerados",16680.0,9088.284482758621,83.53,0
Bebida de arroz vilay chocolate 1 l,Vilay,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,0
Leche cultivada soprole sabor frutilla cajita 3 un de 170 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1850.0,9088.284482758621,-79.64,0
Jalea slupea ambrosoli flipy 100 g,Ambrosoli,Unimarc,"Lácteos, Huevos y Refrigerados",630.0,9088.284482758621,-93.07,0
Puré de frutas orgánico ama mango squeeze 90 g,Ama,Unimarc,"Lácteos, Huevos y Refrigerados",1190.0,9088.284482758621,-86.91,2
Leche cultivada soprole sin lactosa frutilla 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2750.0,9088.284482758621,-69.74,0
"Pack leche descremada sin lactosa surlat, 6 un de 1 l",Surlat,Unimarc,"Lácteos, Huevos y Refrigerados",8700.0,9088.284482758621,-4.27,0
Postre chandelle nestlé sin lactosa manjar 120 g,Chandelle,Unimarc,"Lácteos, Huevos y Refrigerados",870.0,9088.284482758621,-90.43,0
Leche cultivada loncoleche protein chirimoya 900 ml,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",3250.0,9088.284482758621,-64.24,0
Margarina qualy sabor choclo pote 500 g,Qualy,Unimarc,"Lácteos, Huevos y Refrigerados",2790.0,9088.284482758621,-69.3,2
Puré de fruta orgánico ama manzana betarraga arándano 90 g,Ama,Unimarc,"Lácteos, Huevos y Refrigerados",1190.0,9088.284482758621,-86.91,2
Yoghurt batido soprole vainilla botella 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,0
Flan de vainilla dila pote 250 g,Dila,Unimarc,"Lácteos, Huevos y Refrigerados",1490.0,9088.284482758621,-83.61,2
Yoghurt colun light sin lactosa chirimoya 900g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",2290.0,9088.284482758621,-74.8,0
Jalea ambrosoli slupea naranja pouch 100 g,Ambrosoli,Unimarc,"Lácteos, Huevos y Refrigerados",630.0,9088.284482758621,-93.07,0
Yoghurt pucará casero natural 210 g,Pucara,Unimarc,"Lácteos, Huevos y Refrigerados",1790.0,9088.284482758621,-80.3,2
Leche cultivada soprole proteína chirimoya 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3590.0,9088.284482758621,-60.5,0
Pack leche semidescremada sin lactosa loncoleche 6 un de 200 ml,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",3390.0,9088.284482758621,-62.7,0
Ensure advance vainilla 850 g,Ensure,Unimarc,"Lácteos, Huevos y Refrigerados",33890.0,9088.284482758621,272.9,1
Huevos fundo río alegre mediano blanco 30 un,Fundo Rio Alegre,Unimarc,"Lácteos, Huevos y Refrigerados",9350.0,9088.284482758621,2.88,2
Bebida de coco deyco lata 400 ml,Deyco,Unimarc,"Lácteos, Huevos y Refrigerados",2690.0,9088.284482758621,-70.4,2
Leche semidescremada loncoleche sabor plátano 200 ml,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",570.0,9088.284482758621,-93.73,0
Crema vegetal orasi cocina 200 g,Orasi,Unimarc,"Lácteos, Huevos y Refrigerados",1490.0,9088.284482758621,-83.61,2
Saborizante cola cao chocolate energy 250 g,Cola Cao,Unimarc,"Lácteos, Huevos y Refrigerados",2390.0,9088.284482758621,-73.7,0
Yoghurt batido danone light frutilla 115 g,Danone,Unimarc,"Lácteos, Huevos y Refrigerados",370.0,9088.284482758621,-95.93,2
Arroz con leche soprole sin lactosa 130 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",810.0,9088.284482758621,-91.09,0
Postre sémola soprole damasco 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",730.0,9088.284482758621,-91.97,0
Mantequilla loncoleche con aceite de canola pote 250 g,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",4290.0,9088.284482758621,-52.8,0
Yoghurt sin lactosa soprole chirimoya 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",380.0,9088.284482758621,-95.82,0
Leche soprole con avena y chocolate 6 un de 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3590.0,9088.284482758621,-60.5,0
Huevos diet omega 3 12 un,Omega 3,Unimarc,"Lácteos, Huevos y Refrigerados",4090.0,9088.284482758621,-55.0,2
Postre sémola soprole caramelo sin lactosa 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",800.0,9088.284482758621,-91.2,0
Leche break loncoleche sabor capuccino 250 ml,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",870.0,9088.284482758621,-90.43,0
Leche semidescremada moments danone cappuccino 1 l,Moments,Unimarc,"Lácteos, Huevos y Refrigerados",2890.0,9088.284482758621,-68.2,2
Saborizante nesquik chocolate doypack 180 g,Nesquik,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,2
Huevos mediano color omega 3 bandeja 30 un,Omega 3,Unimarc,"Lácteos, Huevos y Refrigerados",10950.0,9088.284482758621,20.48,2
Puré de frutas orgánico ama manzana plátano y mango squeeze 90 g.,Ama,Unimarc,"Lácteos, Huevos y Refrigerados",1190.0,9088.284482758621,-86.91,2
Mantequilla sin lactosa quillayes 200 gr,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",4190.0,9088.284482758621,-53.9,0
Huevos la herradura primera color 30 un,La Herradura,Unimarc,"Lácteos, Huevos y Refrigerados",10990.0,9088.284482758621,20.92,2
Postre oikos cheescake berries 132 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",1350.0,9088.284482758621,-85.15,0
Saborizante cola cao chocolate stevia 300 g,Cola Cao,Unimarc,"Lácteos, Huevos y Refrigerados",4890.0,9088.284482758621,-46.19,0
Compota nestlé pera pote 120 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",520.0,9088.284482758621,-94.28,0
Huevos grande color yemita 12 un,Yemita,Unimarc,"Lácteos, Huevos y Refrigerados",4750.0,9088.284482758621,-47.73,2
Mantequilla las parcelas de valdivia pote 200 g,Las Parcelas De Valdivia,Unimarc,"Lácteos, Huevos y Refrigerados",3750.0,9088.284482758621,-58.74,2
Pack leche semidescremada moments cappuccino 6 un de 200 ml,Moments,Unimarc,"Lácteos, Huevos y Refrigerados",4690.0,9088.284482758621,-48.4,2
Yoghurt danone light frutilla bolsa 900 g,Danone,Unimarc,"Lácteos, Huevos y Refrigerados",2090.0,9088.284482758621,-77.0,2
Yoghurt quillayes griego sin azúcar frutillas pote 800 gr,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",4890.0,9088.284482758621,-46.19,0
Huevo grande blanco yemita 6 un,Yemita,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,2
Yoghurt batido soprole vainilla sin azúcar bolsa 800 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1790.0,9088.284482758621,-80.3,0
Postre chandelle nestlé sin lactosa chocolate 120 g,Chandelle,Unimarc,"Lácteos, Huevos y Refrigerados",870.0,9088.284482758621,-90.43,0
Yoghurt soprole sin azúcar trozo frutos del bosque 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
Yoghurt con cereal soprole 1+1 sin lactosa chocokrispis 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",760.0,9088.284482758621,-91.64,0
Pack jalea regimel naranja 4 un de 100 g,Regimel,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,0
Yoghurt batido soprole chirimoya 165 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",580.0,9088.284482758621,-93.62,0
Leche entera natural colun 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",620.0,9088.284482758621,-93.18,0
Fortificante para leche milo activ go 150 g,Milo,Unimarc,"Lácteos, Huevos y Refrigerados",2250.0,9088.284482758621,-75.24,0
Bebida vegetal notshake protein chocolate 16 g de proteína 250 ml,Not Milk,Unimarc,"Lácteos, Huevos y Refrigerados",1690.0,9088.284482758621,-81.4,2
Pack leche descremada colun 6 un de 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3890.0,9088.284482758621,-57.2,0
Bebida de almendra vilay chocolate 1 l,Vilay,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,0
Leche cultivada soprole chirimoya 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,0
Bebida vegetal notmilk chocolate 1 l,Not Milk,Unimarc,"Lácteos, Huevos y Refrigerados",2950.0,9088.284482758621,-67.54,2
Yoghurt batido sin lactosa soprole chirimoya bolsa 1 kg,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2190.0,9088.284482758621,-75.9,0
Mantequilla clarificada ambar ghee 210 g,Ambar Ghee,Unimarc,"Lácteos, Huevos y Refrigerados",6790.0,9088.284482758621,-25.29,2
Crema para batir de leche fresca soprole bolsa 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",6450.0,9088.284482758621,-29.03,0
Yoghurt batido colun light sin lactosa frutilla 120 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",390.0,9088.284482758621,-95.71,0
Leche cultivada soprole proteína sabor frutilla 3 un de 170 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2090.0,9088.284482758621,-77.0,0
Leche cultivada soprole sin lactosa chirimoya 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2750.0,9088.284482758621,-69.74,0
Yoghurt sin lactosa soprole chocolate y almendras 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",720.0,9088.284482758621,-92.08,0
Leche moments cappuccino 200 ml,Moments,Unimarc,"Lácteos, Huevos y Refrigerados",790.0,9088.284482758621,-91.31,2
Yoghurt batido yogu yogu sabor mora botella 900 g,Yogu Yogu,Unimarc,"Lácteos, Huevos y Refrigerados",2490.0,9088.284482758621,-72.6,2
Bebida de almendra vilay original 1 l,Vilay,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,0
Puré de frutas orgánico ama frambuesa squeeze 90 g,Ama,Unimarc,"Lácteos, Huevos y Refrigerados",1190.0,9088.284482758621,-86.91,2
Leche descremada light colun sabor chocolate 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",630.0,9088.284482758621,-93.07,0
Saborizante copacabana cocoa dulce caja 200 g,Copacabana,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,2
Leche en polvo alcafood entera instantánea bolsa 800 g,Alcafood,Unimarc,"Lácteos, Huevos y Refrigerados",7490.0,9088.284482758621,-17.59,2
Leche descremada sin lactosa colun 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",640.0,9088.284482758621,-92.96,0
Huevos campo gallina libre ecoterra bandeja 30 un,Ecoterra,Unimarc,"Lácteos, Huevos y Refrigerados",13790.0,9088.284482758621,51.73,2
Crema chantilly soprole botella 250 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",4990.0,9088.284482758621,-45.09,0
Yoghurt loncoleche sin lactosa chirimoya bolsa 900 g,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",2350.0,9088.284482758621,-74.14,0
Huevo de codorniz don guillermo bandeja 24 un,Don Guillermo,Unimarc,"Lácteos, Huevos y Refrigerados",3090.0,9088.284482758621,-66.0,2
Crema de leche soprole natural larga vida 6 un de 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",8290.0,9088.284482758621,-8.78,0
Crema de coco vilay 330 ml,Vilay,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,0
Huevos fundo río alegre extra blanco 20 un,Fundo Rio Alegre,Unimarc,"Lácteos, Huevos y Refrigerados",7490.0,9088.284482758621,-17.59,2
Leche cultivada light colun sabor chirimoya 180 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",700.0,9088.284482758621,-92.3,0
Postre snack soprole protein sabor caramelo 130 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",800.0,9088.284482758621,-91.2,0
Yoghurt con cereal soprole 1+1 sin lactosa zucaritas 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",760.0,9088.284482758621,-91.64,0
Postre nestlé leche asada pote 120 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",720.0,9088.284482758621,-92.08,0
Huevo grande color la granja 6 un,La Granja,Unimarc,"Lácteos, Huevos y Refrigerados",3090.0,9088.284482758621,-66.0,2
Postre goodnes protein vainilla 115 gr,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",870.0,9088.284482758621,-90.43,0
Mantequilla soprole quilque receta de campo pan 250 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3390.0,9088.284482758621,-62.7,0
Yoghurt+cereal nestlé chocapic con cuchara 142 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
Pack leche descremada light colun sabor chocolate 6 un de 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3750.0,9088.284482758621,-58.74,0
Mantequilla soprole con sal de mar 250 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3850.0,9088.284482758621,-57.64,0
Pack leche semidescremada sin lactosa loncoleche sabor chocolate 6 un de 200 ml,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",3390.0,9088.284482758621,-62.7,0
Pack compotas vivo mifrut manzana y pera 5 un de 90 g,Vivo,Unimarc,"Lácteos, Huevos y Refrigerados",2890.0,9088.284482758621,-68.2,0
Postre gold creme caramel 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",790.0,9088.284482758621,-91.31,0
Margarina mix soprole 200gr,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1790.0,9088.284482758621,-80.3,0
Bebida de soya orasí 1 l,Orasi,Unimarc,"Lácteos, Huevos y Refrigerados",3690.0,9088.284482758621,-59.4,2
Jalea nestlé guinda pote 110 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",390.0,9088.284482758621,-95.71,0
Leche soprole semidescremada con avena 6 un de 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3450.0,9088.284482758621,-62.04,0
Yoghurt soprole sin azúcar trozos papaya 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
Yoghurt loncoleche sin lactosa frutilla bolsa 900 g,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",2350.0,9088.284482758621,-74.14,0
Compóta orgánica my way manzana durazno quínoa 90g,My Way,Unimarc,"Lácteos, Huevos y Refrigerados",990.0,9088.284482758621,-89.11,2
Bebida vegetal loncoleche avena chocolate 1 l,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",2890.0,9088.284482758621,-68.2,0
Compota nestlé manzana pote 120 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",520.0,9088.284482758621,-94.28,0
Leche semidescremada sin lactosa colun sabor chocolate con tapa 1 l,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",2290.0,9088.284482758621,-74.8,0
Postre oikos pie de limón 132 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",1350.0,9088.284482758621,-85.15,0
Yoghurt batido sin lactosa soprole frutilla bolsa 1 kg,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2190.0,9088.284482758621,-75.9,0
Jalea pouch ambrosoli piña squeeze 100 g,Ambrosoli,Unimarc,"Lácteos, Huevos y Refrigerados",630.0,9088.284482758621,-93.07,0
Yoghurt griego danone oikos colchón de fruta papaya 150 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",780.0,9088.284482758621,-91.42,0
Yoghurt soprole sin azúcar trozos frutilla 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
Postre trencito nestlé mousse de chocolate 70 g,Trencito,Unimarc,"Lácteos, Huevos y Refrigerados",720.0,9088.284482758621,-92.08,2
Yoghurt soprole sin azúcar vainilla 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",380.0,9088.284482758621,-95.82,0
Yoghurt soprole sin azúcar trozos chía arándano 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
Postre arroz con leche soprole 130 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
Yoghurt danone light y free dulce y natural 115 g,Danone,Unimarc,"Lácteos, Huevos y Refrigerados",370.0,9088.284482758621,-95.93,2
Crema vegetal bravo crem azucarada con tapa 1 l,Master Martini,Unimarc,"Lácteos, Huevos y Refrigerados",5490.0,9088.284482758621,-39.59,2
Pack jalea regimel arándano pote 4 un de 100 g,Regimel,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,0
Margarina sureña pote 250 g,Sureña,Unimarc,"Lácteos, Huevos y Refrigerados",1950.0,9088.284482758621,-78.54,2
Compota orgánica my way manzana zapallo italiano espinaca frutilla 90g,My Way,Unimarc,"Lácteos, Huevos y Refrigerados",990.0,9088.284482758621,-89.11,2
Leche cultivada next soprole chirimoya 1 l,Next,Unimarc,"Lácteos, Huevos y Refrigerados",2490.0,9088.284482758621,-72.6,2
Pack yoghurt batido los alerces surtido 12 un de 125 g,Los Alerces,Unimarc,"Lácteos, Huevos y Refrigerados",3150.0,9088.284482758621,-65.34,2
Leche nido buen dia softpack 300 g,Nido,Unimarc,"Lácteos, Huevos y Refrigerados",3550.0,9088.284482758621,-60.94,0
Bebida vegetal barista orasí almendra 1 l,Orasi,Unimarc,"Lácteos, Huevos y Refrigerados",3990.0,9088.284482758621,-56.1,2
Leche cultivada loncoleche protein berries 900 ml,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",3250.0,9088.284482758621,-64.24,0
Yoghurt batifrut trozos papaya 165 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",710.0,9088.284482758621,-92.19,0
Yoghurt batido soprole surtido 12 un de 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3890.0,9088.284482758621,-57.2,0
Leche semidescremada soprole chocolate requetepatitas 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",600.0,9088.284482758621,-93.4,0
Mantequilla untable soprole pote 320 gr,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",6190.0,9088.284482758621,-31.89,0
Bebida de arroz orasí 1 l,Orasi,Unimarc,"Lácteos, Huevos y Refrigerados",3690.0,9088.284482758621,-59.4,2
Pack leche entera natural colun 6 un de 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3890.0,9088.284482758621,-57.2,0
Jalea soprole sin azúcar limón 4 un de 110 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,0
Yoghurt sin lactosa soprole vainilla 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",380.0,9088.284482758621,-95.82,0
Yoghurt griego danone oikos trozos papaya 110 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",650.0,9088.284482758621,-92.85,0
Mantequilla colun sin sal pan 250 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",4090.0,9088.284482758621,-55.0,0
Crema chantilly quillayes spray 250 g,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",4850.0,9088.284482758621,-46.63,0
Yoghurt batifrut trozos piña 165 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",710.0,9088.284482758621,-92.19,0
Huevos blanco grande cintazul 12 un,Cintazul,Unimarc,"Lácteos, Huevos y Refrigerados",4290.0,9088.284482758621,-52.8,0
Yoghurt batido soprole frutilla botella 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,0
Compota vivo break avena yoghurt berries y plátano 90 gr,Vivo,Unimarc,"Lácteos, Huevos y Refrigerados",870.0,9088.284482758621,-90.43,0
Manteca delicias soprole 1 kg,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",6790.0,9088.284482758621,-25.29,0
Yoghurt soprole sin azúcar frutilla 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",380.0,9088.284482758621,-95.82,0
Yoghurt batido soprole vainilla bolsa 1 kg,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,0
Yoghurt colun light vainilla bolsa 900 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,0
Leche en polvo sin lactosa svelty 300gr,Svelty,Unimarc,"Lácteos, Huevos y Refrigerados",4390.0,9088.284482758621,-51.7,2
Leche cultivada soprole frutilla 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,0
Pack leche semidescremada loncoleche sabor plátano 6 un de 200 ml,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",3390.0,9088.284482758621,-62.7,0
Chocolate en polvo nestlé dulce tarro 400 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",7950.0,9088.284482758621,-12.52,0
Leche semidescremada soprole chocolate 6 un de 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3590.0,9088.284482758621,-60.5,0
Yoghurt batido soprole frutilla bolsa 1 kg,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,0
Huevos nuestra cocina color grande 6 un,Nuestra Cocina,Unimarc,"Lácteos, Huevos y Refrigerados",2490.0,9088.284482758621,-72.6,0
Leche chocolate fortificada milo 200 ml.,Milo,Unimarc,"Lácteos, Huevos y Refrigerados",680.0,9088.284482758621,-92.52,0
Margarina sureña pote 900 g,Sureña,Unimarc,"Lácteos, Huevos y Refrigerados",6150.0,9088.284482758621,-32.33,2
Leche en polvo loncoleche sin lactosa 800 g,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",11390.0,9088.284482758621,25.33,0
Leche cultivada next soprole frutilla 1 l,Next,Unimarc,"Lácteos, Huevos y Refrigerados",2490.0,9088.284482758621,-72.6,2
Postre snack soprole protein sabor chocolate 130 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",800.0,9088.284482758621,-91.2,0
Huevo yemita extra blanco 18 un,Yemita,Unimarc,"Lácteos, Huevos y Refrigerados",6890.0,9088.284482758621,-24.19,2
Leche cultivada soprole proteína frutilla 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3590.0,9088.284482758621,-60.5,0
Huevos blanco grande cintazul 30 un,Cintazul,Unimarc,"Lácteos, Huevos y Refrigerados",10190.0,9088.284482758621,12.12,2
Saborizante para leche nesquik optistart frutilla bolsa 380 g,Nesquik,Unimarc,"Lácteos, Huevos y Refrigerados",3890.0,9088.284482758621,-57.2,2
Jalea nestlé piña pote 110 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",390.0,9088.284482758621,-95.71,0
Yoghurt soprole sin azúcar trozos frutos secos 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
Pack jalea regimel frambuesa pote 4 un de 100 g,Regimel,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,0
Compota watt's durazno con manzana pouch 90 g,Watts,Unimarc,"Lácteos, Huevos y Refrigerados",510.0,9088.284482758621,-94.39,0
Pack chiquitín nestlé 12 un de 45 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",4150.0,9088.284482758621,-54.34,0
Yoghurt batifrut trozos durazno 165 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",710.0,9088.284482758621,-92.19,0
Pack yogu yogu loncoleche chirimoya 6 un de 200 ml,Yogu Yogu,Unimarc,"Lácteos, Huevos y Refrigerados",3750.0,9088.284482758621,-58.74,2
Leche en polvo nido semidescremada bolsa 700 g,Nido,Unimarc,"Lácteos, Huevos y Refrigerados",9790.0,9088.284482758621,7.72,0
Yoghurt batido yoghito vainilla tetra mini 6 un de 75 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2090.0,9088.284482758621,-77.0,0
Margarina soprole con toques de mantequilla pote 500 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3150.0,9088.284482758621,-65.34,0
Yoghurt griego danone oikos trozos durazno 110 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",650.0,9088.284482758621,-92.85,0
Leche cultivada soprole proteína sabor chirimoya 3 un de 170 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2090.0,9088.284482758621,-77.0,0
Bebida vegetal orasi barista avena 500 ml,Orasi,Unimarc,"Lácteos, Huevos y Refrigerados",2350.0,9088.284482758621,-74.14,2
Margarina next soprole light 250 g,Next,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,2
Leche en polvo calo entera instantánea bolsa 1.440 kg,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",12990.0,9088.284482758621,42.93,0
Pack leche semidescremada colun sabor vainilla 6 un de 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3750.0,9088.284482758621,-58.74,0
Yoghurt quillayes natural 0% pote 800 g,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",4350.0,9088.284482758621,-52.14,0
Yogurt batido yogu yogu frutilla 6 un de 115 ml,Watts,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,0
Postre gold pannacotta frambuesa 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",790.0,9088.284482758621,-91.31,0
Jalea soprole sin azúcar frambuesa 4 un de 110 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,0
Leche en polvo soprole semidescremada 700 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",6490.0,9088.284482758621,-28.59,0
Yoghurt+cereal mix nestlé milo con cuchara 142 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",740.0,9088.284482758621,-91.86,0
